Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2004,1,26,1,1530,1330,1748,1546,UA,474,N377UA,78,76,50,122,120,ORD,DTW,235,9,19,0,,0,85,0,2,0,35
2004,1,27,2,NA,1330,NA,1546,UA,474,000000,NA,76,NA,NA,NA,ORD,DTW,235,0,0,1,B,0,0,0,0,0,0
2004,1,28,3,1329,1330,1541,1546,UA,474,N397UA,72,76,49,-5,-1,ORD,DTW,235,9,14,0,,0,0,0,0,0,0
2004,1,29,4,1331,1330,1551,1546,UA,474,N370UA,80,76,45,5,1,ORD,DTW,235,11,24,0,,0,0,0,0,0,0
2004,1,30,5,1327,1330,1533,1546,UA,474,N935UA,66,76,50,-13,-3,ORD,DTW,235,7,9,0,,0,0,0,0,0,0
2004,1,31,6,1328,1330,1536,1546,UA,474,N901UA,68,76,46,-10,-2,ORD,DTW,235,11,11,0,,0,0,0,0,0,0
2004,1,1,4,1448,1125,2019,1710,UA,474,N577UA,211,225,194,189,203,PDX,ORD,1739,6,11,0,,0,52,0,0,0,137
2004,1,2,5,1200,1125,1742,1710,UA,474,N558UA,222,225,196,32,35,PDX,ORD,1739,9,17,0,,0,0,0,32,0,0
2004,1,3,6,1152,1125,1729,1710,UA,474,N613UA,217,225,191,19,27,PDX,ORD,1739,13,13,0,,0,19,0,0,0,0
2004,1,4,7,1524,1120,2134,1705,UA,474,N535UA,250,225,194,269,244,PDX,ORD,1739,46,10,0,,0,0,0,269,0,0
2004,1,5,1,1148,1125,1715,1710,UA,474,N567UA,207,225,193,5,23,PDX,ORD,1739,4,10,0,,0,0,0,0,0,0
2004,1,6,2,1143,1125,1732,1710,UA,474,N517UA,229,225,198,22,18,PDX,ORD,1739,6,25,0,,0,0,18,4,0,0
2004,1,1,4,2001,2000,2132,2111,UA,475,N916UA,151,131,126,21,1,DEN,ONT,819,4,21,0,,0,0,0,21,0,0
2004,1,2,5,2006,2000,2138,2111,UA,475,N362UA,152,131,137,27,6,DEN,ONT,819,3,12,0,,0,6,0,21,0,0
2004,1,3,6,2114,2000,2234,2111,UA,475,N916UA,140,131,123,83,74,DEN,ONT,819,2,15,0,,0,14,0,9,0,60
2004,1,4,7,2100,2000,2212,2111,UA,475,N912UA,132,131,116,61,60,DEN,ONT,819,2,14,0,,0,21,0,1,0,39
2004,1,5,1,2116,2000,2223,2111,UA,475,N310UA,127,131,107,72,76,DEN,ONT,819,3,17,0,,0,23,0,0,0,49
2004,1,6,2,2008,2000,2140,2111,UA,475,N910UA,152,131,119,29,8,DEN,ONT,819,3,30,0,,0,8,0,21,0,0
2004,1,7,3,1955,2001,2105,2114,UA,475,N913UA,130,133,117,-9,-6,DEN,ONT,819,2,11,0,,0,0,0,0,0,0
2004,1,8,4,1953,2001,2053,2114,UA,475,N928UA,120,133,105,-21,-8,DEN,ONT,819,2,13,0,,0,0,0,0,0,0
2004,1,9,5,1955,2001,2108,2114,UA,475,N920UA,133,133,115,-6,-6,DEN,ONT,819,3,15,0,,0,0,0,0,0,0
2004,1,10,6,1955,2001,2100,2114,UA,475,N927UA,125,133,110,-14,-6,DEN,ONT,819,5,10,0,,0,0,0,0,0,0
2004,1,11,7,2002,2001,2106,2114,UA,475,N374UA,124,133,111,-8,1,DEN,ONT,819,3,10,0,,0,0,0,0,0,0
2004,1,12,1,1959,2001,2058,2114,UA,475,N914UA,119,133,107,-16,-2,DEN,ONT,819,1,11,0,,0,0,0,0,0,0
2004,1,13,2,2001,2001,2112,2114,UA,475,N376UA,131,133,112,-2,0,DEN,ONT,819,3,16,0,,0,0,0,0,0,0
2004,1,14,3,1958,2001,2105,2114,UA,475,N922UA,127,133,112,-9,-3,DEN,ONT,819,3,12,0,,0,0,0,0,0,0
2004,1,15,4,1959,2001,2106,2114,UA,475,N917UA,127,133,112,-8,-2,DEN,ONT,819,2,13,0,,0,0,0,0,0,0
2004,1,16,5,2015,2001,2118,2114,UA,475,N934UA,123,133,104,4,14,DEN,ONT,819,3,16,0,,0,0,0,0,0,0
2004,1,17,6,1951,2001,2050,2114,UA,475,N934UA,119,133,107,-24,-10,DEN,ONT,819,3,9,0,,0,0,0,0,0,0
2004,1,18,7,1958,2001,2115,2114,UA,475,N387UA,137,133,121,1,-3,DEN,ONT,819,3,13,0,,0,0,0,0,0,0
2004,1,19,1,1955,2001,2110,2114,UA,475,N331UA,135,133,116,-4,-6,DEN,ONT,819,3,16,0,,0,0,0,0,0,0
2004,1,20,2,1958,2001,2129,2114,UA,475,N931UA,151,133,108,15,-3,DEN,ONT,819,3,40,0,,0,0,0,15,0,0
2004,1,21,3,1958,2001,2057,2114,UA,475,N915UA,119,133,102,-17,-3,DEN,ONT,819,4,13,0,,0,0,0,0,0,0
2004,1,22,4,1958,2001,2103,2114,UA,475,N929UA,125,133,100,-11,-3,DEN,ONT,819,10,15,0,,0,0,0,0,0,0
2004,1,23,5,1959,2001,2105,2114,UA,475,N923UA,126,133,108,-9,-2,DEN,ONT,819,3,15,0,,0,0,0,0,0,0
2004,1,24,6,1956,2001,2101,2114,UA,475,N933UA,125,133,112,-13,-5,DEN,ONT,819,2,11,0,,0,0,0,0,0,0
2004,1,25,7,1958,2001,2138,2114,UA,475,N921UA,160,133,112,24,-3,DEN,ONT,819,3,45,0,,0,0,0,24,0,0
2004,1,26,1,2000,2001,2110,2114,UA,475,N343UA,130,133,115,-4,-1,DEN,ONT,819,2,13,0,,0,0,0,0,0,0
2004,1,27,2,1958,2001,2108,2114,UA,475,N921UA,130,133,116,-6,-3,DEN,ONT,819,2,12,0,,0,0,0,0,0,0
2004,1,28,3,2001,2001,2107,2114,UA,475,N925UA,126,133,109,-7,0,DEN,ONT,819,3,14,0,,0,0,0,0,0,0
2004,1,29,4,2007,2001,2119,2114,UA,475,N914UA,132,133,109,5,6,DEN,ONT,819,7,16,0,,0,0,0,0,0,0
2004,1,30,5,2001,2001,2121,2114,UA,475,N924UA,140,133,125,7,0,DEN,ONT,819,2,13,0,,0,0,0,0,0,0
2004,1,31,6,1959,2001,2129,2114,UA,475,N921UA,150,133,111,15,-2,DEN,ONT,819,6,33,0,,0,0,0,15,0,0
2004,1,7,3,1740,1750,1903,1916,UA,475,N930UA,143,146,124,-13,-10,IAH,DEN,861,6,13,0,,0,0,0,0,0,0
2004,1,8,4,1748,1750,1942,1916,UA,475,N919UA,174,146,125,26,-2,IAH,DEN,861,7,42,0,,0,0,0,26,0,0
2004,1,9,5,1749,1750,1928,1916,UA,475,N932UA,159,146,130,12,-1,IAH,DEN,861,11,18,0,,0,0,0,0,0,0
2004,1,10,6,1742,1750,1909,1916,UA,475,N926UA,147,146,125,-7,-8,IAH,DEN,861,6,16,0,,0,0,0,0,0,0
2004,1,11,7,1744,1750,1912,1916,UA,475,N374UA,148,146,122,-4,-6,IAH,DEN,861,5,21,0,,0,0,0,0,0,0
2004,1,12,1,1743,1750,1907,1916,UA,475,N926UA,144,146,122,-9,-7,IAH,DEN,861,5,17,0,,0,0,0,0,0,0
2004,1,13,2,1743,1750,1927,1916,UA,475,N376UA,164,146,134,11,-7,IAH,DEN,861,5,25,0,,0,0,0,0,0,0
2004,1,14,3,1804,1750,1923,1916,UA,475,N916UA,139,146,124,7,14,IAH,DEN,861,6,9,0,,0,0,0,0,0,0
2004,1,15,4,1758,1750,1922,1916,UA,475,N393UA,144,146,118,6,8,IAH,DEN,861,4,22,0,,0,0,0,0,0,0
2004,1,16,5,1802,1750,1943,1916,UA,475,N934UA,161,146,107,27,12,IAH,DEN,861,5,49,0,,0,12,0,15,0,0
2004,1,17,6,1743,1750,1901,1916,UA,475,N376UA,138,146,121,-15,-7,IAH,DEN,861,7,10,0,,0,0,0,0,0,0
2004,1,18,7,1749,1750,1910,1916,UA,475,N915UA,141,146,117,-6,-1,IAH,DEN,861,8,16,0,,0,0,0,0,0,0
2004,1,19,1,1743,1750,1913,1916,UA,475,N923UA,150,146,123,-3,-7,IAH,DEN,861,6,21,0,,0,0,0,0,0,0
2004,1,20,2,1740,1750,1901,1916,UA,475,N928UA,141,146,121,-15,-10,IAH,DEN,861,6,14,0,,0,0,0,0,0,0
2004,1,21,3,1754,1750,1921,1916,UA,475,N915UA,147,146,126,5,4,IAH,DEN,861,6,15,0,,0,0,0,0,0,0
2004,1,22,4,1746,1750,1920,1916,UA,475,N925UA,154,146,131,4,-4,IAH,DEN,861,6,17,0,,0,0,0,0,0,0
2004,1,23,5,1742,1750,1903,1916,UA,475,N934UA,141,146,124,-13,-8,IAH,DEN,861,5,12,0,,0,0,0,0,0,0
2004,1,24,6,1749,1750,1900,1916,UA,475,N925UA,131,146,114,-16,-1,IAH,DEN,861,5,12,0,,0,0,0,0,0,0
2004,1,25,7,1746,1750,1918,1916,UA,475,N367UA,152,146,127,2,-4,IAH,DEN,861,13,12,0,,0,0,0,0,0,0
2004,1,26,1,1742,1750,1906,1916,UA,475,N916UA,144,146,123,-10,-8,IAH,DEN,861,7,14,0,,0,0,0,0,0,0
2004,1,27,2,1744,1750,1921,1916,UA,475,N930UA,157,146,135,5,-6,IAH,DEN,861,5,17,0,,0,0,0,0,0,0
2004,1,28,3,1740,1750,1910,1916,UA,475,N312UA,150,146,130,-6,-10,IAH,DEN,861,6,14,0,,0,0,0,0,0,0
2004,1,29,4,1749,1750,1930,1916,UA,475,N914UA,161,146,119,14,-1,IAH,DEN,861,4,38,0,,0,0,0,0,0,0
2004,1,30,5,1753,1750,1919,1916,UA,475,N930UA,146,146,126,3,3,IAH,DEN,861,5,15,0,,0,0,0,0,0,0
2004,1,31,6,1742,1750,1932,1916,UA,475,N926UA,170,146,125,16,-8,IAH,DEN,861,37,8,0,,0,0,0,16,0,0
2004,1,1,4,1838,1840,1910,1911,UA,475,N916UA,92,91,76,-1,-2,OMA,DEN,472,7,9,0,,0,0,0,0,0,0
2004,1,2,5,1857,1840,1931,1911,UA,475,N349UA,94,91,82,20,17,OMA,DEN,472,5,7,0,,0,17,0,3,0,0
2004,1,3,6,2048,1840,2131,1911,UA,475,N911UA,103,91,82,140,128,OMA,DEN,472,15,6,0,,0,0,0,12,0,128
2004,1,4,7,1914,1840,2014,1911,UA,475,N912UA,120,91,81,63,34,OMA,DEN,472,9,30,0,,0,0,10,29,0,24
2004,1,5,1,1845,1840,1921,1911,UA,475,N331UA,96,91,81,10,5,OMA,DEN,472,6,9,0,,0,0,0,0,0,0
2004,1,6,2,1841,1840,1912,1911,UA,475,N826UA,91,91,77,1,1,OMA,DEN,472,4,10,0,,0,0,0,0,0,0
2004,1,7,3,1107,1105,1449,1456,UA,476,N348UA,162,171,137,-7,2,ORD,PBI,1144,3,22,0,,0,0,0,0,0,0
2004,1,8,4,1102,1105,1446,1456,UA,476,N330UA,164,171,149,-10,-3,ORD,PBI,1144,4,11,0,,0,0,0,0,0,0
2004,1,9,5,1104,1105,1454,1456,UA,476,N340UA,170,171,154,-2,-1,ORD,PBI,1144,3,13,0,,0,0,0,0,0,0
2004,1,11,7,1101,1105,1444,1456,UA,476,N383UA,163,171,146,-12,-4,ORD,PBI,1144,2,15,0,,0,0,0,0,0,0
2004,1,12,1,1103,1105,1447,1456,UA,476,N350UA,164,171,141,-9,-2,ORD,PBI,1144,5,18,0,,0,0,0,0,0,0
2004,1,13,2,1101,1105,1448,1456,UA,476,N318UA,167,171,147,-8,-4,ORD,PBI,1144,4,16,0,,0,0,0,0,0,0
2004,1,14,3,1101,1105,1447,1456,UA,476,N362UA,166,171,134,-9,-4,ORD,PBI,1144,3,29,0,,0,0,0,0,0,0
2004,1,15,4,1108,1105,1500,1456,UA,476,N318UA,172,171,147,4,3,ORD,PBI,1144,5,20,0,,0,0,0,0,0,0
2004,1,16,5,1110,1105,1459,1456,UA,476,N345UA,169,171,149,3,5,ORD,PBI,1144,5,15,0,,0,0,0,0,0,0
2004,1,18,7,1132,1105,1533,1456,UA,476,N326UA,181,171,161,37,27,ORD,PBI,1144,4,16,0,,0,0,0,10,0,27
2004,1,19,1,1103,1105,1501,1456,UA,476,N363UA,178,171,152,5,-2,ORD,PBI,1144,7,19,0,,0,0,0,0,0,0
2004,1,20,2,1056,1105,1436,1456,UA,476,N346UA,160,171,138,-20,-9,ORD,PBI,1144,5,17,0,,0,0,0,0,0,0
2004,1,21,3,1103,1105,1445,1456,UA,476,N331UA,162,171,146,-11,-2,ORD,PBI,1144,2,14,0,,0,0,0,0,0,0
2004,1,22,4,1059,1105,1440,1456,UA,476,N301UA,161,171,144,-16,-6,ORD,PBI,1144,4,13,0,,0,0,0,0,0,0
2004,1,23,5,1113,1105,1451,1456,UA,476,N335UA,158,171,133,-5,8,ORD,PBI,1144,3,22,0,,0,0,0,0,0,0
2004,1,25,7,1102,1105,1500,1456,UA,476,N301UA,178,171,155,4,-3,ORD,PBI,1144,2,21,0,,0,0,0,0,0,0
2004,1,26,1,1154,1105,1618,1456,UA,476,N334UA,204,171,161,82,49,ORD,PBI,1144,3,40,0,,0,0,0,34,0,48
2004,1,27,2,1103,1105,1505,1456,UA,476,N347UA,182,171,162,9,-2,ORD,PBI,1144,4,16,0,,0,0,0,0,0,0
2004,1,28,3,1121,1105,1507,1456,UA,476,N339UA,166,171,145,11,16,ORD,PBI,1144,5,16,0,,0,0,0,0,0,0
2004,1,29,4,1102,1105,1530,1456,UA,476,N308UA,208,171,151,34,-3,ORD,PBI,1144,2,55,0,,0,0,0,34,0,0
2004,1,30,5,1110,1105,1459,1456,UA,476,N329UA,169,171,147,3,5,ORD,PBI,1144,4,18,0,,0,0,0,0,0,0
2004,1,1,4,18,2330,551,513,UA,476,N454UA,213,223,191,38,48,SEA,ORD,1721,6,16,0,,0,0,0,0,0,38
2004,1,2,5,2337,2330,507,513,UA,476,N415UA,210,223,192,-6,7,SEA,ORD,1721,7,11,0,,0,0,0,0,0,0
2004,1,3,6,2349,2330,525,513,UA,476,N436UA,216,223,196,12,19,SEA,ORD,1721,7,13,0,,0,0,0,0,0,0
2004,1,4,7,2344,2330,513,513,UA,476,N460UA,209,223,191,0,14,SEA,ORD,1721,6,12,0,,0,0,0,0,0,0
2004,1,5,1,2349,2330,513,513,UA,476,N437UA,204,223,185,0,19,SEA,ORD,1721,6,13,0,,0,0,0,0,0,0
2004,1,6,2,1,2330,709,511,UA,476,N513UA,308,221,186,118,31,SEA,ORD,1721,7,115,0,,0,0,31,87,0,0
2004,1,1,4,1207,1210,1437,1422,UA,477,N431UA,270,252,244,15,-3,ORD,SAN,1723,2,24,0,,0,0,0,15,0,0
2004,1,2,5,1320,1210,1546,1422,UA,477,N432UA,266,252,247,84,70,ORD,SAN,1723,2,17,0,,0,15,0,14,0,55
2004,1,3,6,1227,1210,1507,1422,UA,477,N413UA,280,252,266,45,17,ORD,SAN,1723,2,12,0,,0,17,0,28,0,0
2004,1,4,7,1210,1210,1517,1422,UA,477,N470UA,307,252,251,55,0,ORD,SAN,1723,3,53,0,,0,0,0,55,0,0
2004,1,5,1,1235,1210,1458,1422,UA,477,N483UA,263,252,245,36,25,ORD,SAN,1723,3,15,0,,0,25,0,11,0,0
2004,1,6,2,1215,1210,1441,1422,UA,477,N437UA,266,252,239,19,5,ORD,SAN,1723,3,24,0,,0,0,0,19,0,0
2004,1,7,3,1209,1205,1445,1417,UA,477,N449UA,276,252,245,28,4,ORD,SAN,1723,3,28,0,,0,0,0,28,0,0
2004,1,8,4,1204,1205,1421,1417,UA,477,N495UA,257,252,231,4,-1,ORD,SAN,1723,3,23,0,,0,0,0,0,0,0
2004,1,9,5,1204,1205,1416,1417,UA,477,N415UA,252,252,224,-1,-1,ORD,SAN,1723,6,22,0,,0,0,0,0,0,0
2004,1,10,6,1202,1205,1418,1417,UA,477,N426UA,256,252,228,1,-3,ORD,SAN,1723,4,24,0,,0,0,0,0,0,0
2004,1,11,7,1202,1205,1422,1417,UA,477,N486UA,260,252,236,5,-3,ORD,SAN,1723,6,18,0,,0,0,0,0,0,0
2004,1,12,1,1204,1205,1413,1417,UA,477,N807UA,249,252,228,-4,-1,ORD,SAN,1723,3,18,0,,0,0,0,0,0,0
2004,1,13,2,1203,1205,1412,1417,UA,477,N449UA,249,252,227,-5,-2,ORD,SAN,1723,3,19,0,,0,0,0,0,0,0
2004,1,14,3,1204,1205,1412,1417,UA,477,N466UA,248,252,223,-5,-1,ORD,SAN,1723,3,22,0,,0,0,0,0,0,0
2004,1,15,4,1205,1205,1420,1417,UA,477,N494UA,255,252,231,3,0,ORD,SAN,1723,2,22,0,,0,0,0,0,0,0
2004,1,16,5,1207,1205,1417,1417,UA,477,N433UA,250,252,231,0,2,ORD,SAN,1723,3,16,0,,0,0,0,0,0,0
2004,1,17,6,1203,1205,1422,1417,UA,477,N453UA,259,252,229,5,-2,ORD,SAN,1723,4,26,0,,0,0,0,0,0,0
2004,1,18,7,1219,1205,1428,1417,UA,477,N471UA,249,252,220,11,14,ORD,SAN,1723,2,27,0,,0,0,0,0,0,0
2004,1,19,1,1202,1205,1412,1417,UA,477,N432UA,250,252,234,-5,-3,ORD,SAN,1723,3,13,0,,0,0,0,0,0,0
2004,1,20,2,1201,1205,1423,1417,UA,477,N422UA,262,252,237,6,-4,ORD,SAN,1723,6,19,0,,0,0,0,0,0,0
2004,1,21,3,1201,1205,1414,1417,UA,477,N418UA,253,252,233,-3,-4,ORD,SAN,1723,3,17,0,,0,0,0,0,0,0
2004,1,22,4,1202,1205,1358,1417,UA,477,N474UA,236,252,220,-19,-3,ORD,SAN,1723,2,14,0,,0,0,0,0,0,0
2004,1,23,5,1205,1205,1415,1417,UA,477,N847UA,250,252,217,-2,0,ORD,SAN,1723,3,30,0,,0,0,0,0,0,0
2004,1,24,6,1204,1205,1416,1417,UA,477,N459UA,252,252,227,-1,-1,ORD,SAN,1723,2,23,0,,0,0,0,0,0,0
2004,1,25,7,1212,1205,1418,1417,UA,477,N459UA,246,252,222,1,7,ORD,SAN,1723,4,20,0,,0,0,0,0,0,0
2004,1,26,1,1242,1205,1515,1417,UA,477,N474UA,273,252,229,58,37,ORD,SAN,1723,3,41,0,,0,0,11,21,0,26
2004,1,27,2,1203,1205,1428,1417,UA,477,N478UA,265,252,233,11,-2,ORD,SAN,1723,2,30,0,,0,0,0,0,0,0
2004,1,28,3,1209,1205,1425,1417,UA,477,N463UA,256,252,227,8,4,ORD,SAN,1723,2,27,0,,0,0,0,0,0,0
2004,1,29,4,1211,1205,1402,1417,UA,477,N453UA,231,252,212,-15,6,ORD,SAN,1723,2,17,0,,0,0,0,0,0,0
2004,1,30,5,1204,1205,1411,1417,UA,477,N851UA,247,252,231,-6,-1,ORD,SAN,1723,2,14,0,,0,0,0,0,0,0
2004,1,31,6,1205,1205,1420,1417,UA,477,N476UA,255,252,235,3,0,ORD,SAN,1723,2,18,0,,0,0,0,0,0,0
2004,1,1,4,907,900,1058,1101,UA,477,N412UA,171,181,154,-3,7,PBI,ORD,1144,5,12,0,,0,0,0,0,0,0
2004,1,2,5,1012,900,1225,1101,UA,477,N432UA,193,181,164,84,72,PBI,ORD,1144,3,26,0,,0,0,0,84,0,0
2004,1,3,6,856,900,1106,1101,UA,477,N413UA,190,181,168,5,-4,PBI,ORD,1144,7,15,0,,0,0,0,0,0,0
2004,1,4,7,857,900,1135,1101,UA,477,N470UA,218,181,184,34,-3,PBI,ORD,1144,10,24,0,,0,0,0,34,0,0
2004,1,5,1,1048,900,1253,1101,UA,477,N480UA,185,181,147,112,108,PBI,ORD,1144,4,34,0,,0,0,0,112,0,0
2004,1,6,2,1029,900,1220,1101,UA,477,N497UA,171,181,153,79,89,PBI,ORD,1144,7,11,0,,0,0,79,0,0,0
2004,1,7,3,1020,1020,1219,1225,UA,478,N457UA,119,125,103,-6,0,MCO,IAD,758,3,13,0,,0,0,0,0,0,0
2004,1,8,4,NA,1020,NA,1225,UA,478,000000,NA,125,NA,NA,NA,MCO,IAD,758,0,0,1,A,0,0,0,0,0,0
2004,1,9,5,1012,1020,1209,1225,UA,478,N454UA,117,125,101,-16,-8,MCO,IAD,758,3,13,0,,0,0,0,0,0,0
2004,1,10,6,1020,1020,1218,1225,UA,478,N456UA,118,125,95,-7,0,MCO,IAD,758,3,20,0,,0,0,0,0,0,0
2004,1,11,7,1019,1020,1223,1225,UA,478,N469UA,124,125,111,-2,-1,MCO,IAD,758,4,9,0,,0,0,0,0,0,0
2004,1,12,1,1017,1020,1221,1225,UA,478,N461UA,124,125,103,-4,-3,MCO,IAD,758,5,16,0,,0,0,0,0,0,0
2004,1,13,2,1021,1020,1215,1225,UA,478,N442UA,114,125,99,-10,1,MCO,IAD,758,2,13,0,,0,0,0,0,0,0
2004,1,14,3,1013,1020,1215,1225,UA,478,N842UA,122,125,105,-10,-7,MCO,IAD,758,7,10,0,,0,0,0,0,0,0
2004,1,15,4,1018,1020,1220,1225,UA,478,N458UA,122,125,107,-5,-2,MCO,IAD,758,6,9,0,,0,0,0,0,0,0
2004,1,16,5,1012,1020,1219,1225,UA,478,N429UA,127,125,112,-6,-8,MCO,IAD,758,3,12,0,,0,0,0,0,0,0
2004,1,17,6,1013,1020,1209,1225,UA,478,N445UA,116,125,103,-16,-7,MCO,IAD,758,3,10,0,,0,0,0,0,0,0
2004,1,18,7,1021,1020,1217,1225,UA,478,N468UA,116,125,96,-8,1,MCO,IAD,758,3,17,0,,0,0,0,0,0,0
2004,1,19,1,1018,1020,1211,1225,UA,478,N429UA,113,125,92,-14,-2,MCO,IAD,758,7,14,0,,0,0,0,0,0,0
2004,1,20,2,1020,1020,1216,1225,UA,478,N847UA,116,125,102,-9,0,MCO,IAD,758,4,10,0,,0,0,0,0,0,0
2004,1,21,3,1020,1020,1214,1225,UA,478,N439UA,114,125,101,-11,0,MCO,IAD,758,4,9,0,,0,0,0,0,0,0
2004,1,22,4,1018,1020,1220,1225,UA,478,N463UA,122,125,104,-5,-2,MCO,IAD,758,5,13,0,,0,0,0,0,0,0
2004,1,23,5,1012,1020,1208,1225,UA,478,N448UA,116,125,103,-17,-8,MCO,IAD,758,3,10,0,,0,0,0,0,0,0
2004,1,24,6,1012,1020,1217,1225,UA,478,N449UA,125,125,104,-8,-8,MCO,IAD,758,3,18,0,,0,0,0,0,0,0
2004,1,25,7,1018,1020,1216,1225,UA,478,N416UA,118,125,100,-9,-2,MCO,IAD,758,6,12,0,,0,0,0,0,0,0
2004,1,26,1,1016,1020,1210,1225,UA,478,N423UA,114,125,95,-15,-4,MCO,IAD,758,4,15,0,,0,0,0,0,0,0
2004,1,27,2,1036,1020,1221,1225,UA,478,N492UA,105,125,87,-4,16,MCO,IAD,758,8,10,0,,0,0,0,0,0,0
2004,1,28,3,1011,1020,1210,1225,UA,478,N476UA,119,125,100,-15,-9,MCO,IAD,758,6,13,0,,0,0,0,0,0,0
2004,1,29,4,1017,1020,1219,1225,UA,478,N456UA,122,125,102,-6,-3,MCO,IAD,758,4,16,0,,0,0,0,0,0,0
2004,1,30,5,1050,1020,1251,1225,UA,478,N498UA,121,125,99,26,30,MCO,IAD,758,6,16,0,,0,26,0,0,0,0
2004,1,31,6,1619,1020,1819,1225,UA,478,N456UA,120,125,102,354,359,MCO,IAD,758,6,12,0,,0,354,0,0,0,0
2004,1,1,4,1110,1110,1628,1635,UA,478,N818UA,198,205,164,-7,0,SFO,DFW,1464,5,29,0,,0,0,0,0,0,0
2004,1,2,5,1114,1110,1624,1635,UA,478,N814UA,190,205,158,-11,4,SFO,DFW,1464,9,23,0,,0,0,0,0,0,0
2004,1,3,6,1112,1110,1634,1635,UA,478,N848UA,202,205,167,-1,2,SFO,DFW,1464,13,22,0,,0,0,0,0,0,0
2004,1,4,7,1145,1110,1657,1635,UA,478,N491UA,192,205,163,22,35,SFO,DFW,1464,5,24,0,,0,22,0,0,0,0
2004,1,5,1,1129,1110,1634,1635,UA,478,N838UA,185,205,161,-1,19,SFO,DFW,1464,5,19,0,,0,0,0,0,0,0
2004,1,6,2,1108,1110,1614,1635,UA,478,N429UA,186,205,164,-21,-2,SFO,DFW,1464,7,15,0,,0,0,0,0,0,0
2004,1,7,3,1438,1440,1611,1608,UA,479,N349UA,93,88,66,3,-2,BDL,IAD,326,5,22,0,,0,0,0,0,0,0
2004,1,8,4,1435,1440,1615,1608,UA,479,N328UA,100,88,59,7,-5,BDL,IAD,326,4,37,0,,0,0,0,0,0,0
2004,1,9,5,1435,1440,1610,1608,UA,479,N364UA,95,88,65,2,-5,BDL,IAD,326,4,26,0,,0,0,0,0,0,0
2004,1,10,6,1435,1440,1605,1608,UA,479,N307UA,90,88,64,-3,-5,BDL,IAD,326,4,22,0,,0,0,0,0,0,0
2004,1,11,7,1446,1440,1603,1608,UA,479,N347UA,77,88,56,-5,6,BDL,IAD,326,4,17,0,,0,0,0,0,0,0
2004,1,12,1,1444,1440,1617,1608,UA,479,N302UA,93,88,66,9,4,BDL,IAD,326,5,22,0,,0,0,0,0,0,0
2004,1,13,2,1429,1440,1620,1608,UA,479,N308UA,111,88,70,12,-11,BDL,IAD,326,4,37,0,,0,0,0,0,0,0
2004,1,14,3,1430,1440,1555,1608,UA,479,N203UA,85,88,63,-13,-10,BDL,IAD,326,3,19,0,,0,0,0,0,0,0
2004,1,15,4,1429,1440,1602,1608,UA,479,N342UA,93,88,58,-6,-11,BDL,IAD,326,6,29,0,,0,0,0,0,0,0
2004,1,16,5,1440,1440,1607,1608,UA,479,N306UA,87,88,72,-1,0,BDL,IAD,326,4,11,0,,0,0,0,0,0,0
2004,1,17,6,1440,1440,1602,1608,UA,479,N310UA,82,88,62,-6,0,BDL,IAD,326,4,16,0,,0,0,0,0,0,0
2004,1,18,7,1436,1440,1623,1608,UA,479,N553UA,107,88,73,15,-4,BDL,IAD,326,5,29,0,,0,0,0,15,0,0
2004,1,19,1,1433,1440,1613,1608,UA,479,N324UA,100,88,73,5,-7,BDL,IAD,326,5,22,0,,0,0,0,0,0,0
2004,1,20,2,1435,1440,1559,1608,UA,479,N365UA,84,88,60,-9,-5,BDL,IAD,326,4,20,0,,0,0,0,0,0,0
2004,1,21,3,1435,1440,1609,1608,UA,479,N914UA,94,88,63,1,-5,BDL,IAD,326,6,25,0,,0,0,0,0,0,0
2004,1,22,4,1445,1440,1630,1608,UA,479,N334UA,105,88,70,22,5,BDL,IAD,326,5,30,0,,0,0,0,22,0,0
2004,1,23,5,1452,1440,1620,1608,UA,479,N329UA,88,88,60,12,12,BDL,IAD,326,5,23,0,,0,0,0,0,0,0
2004,1,24,6,1440,1440,1619,1608,UA,479,N323UA,99,88,69,11,0,BDL,IAD,326,4,26,0,,0,0,0,0,0,0
2004,1,25,7,1436,1440,1617,1608,UA,479,N321UA,101,88,64,9,-4,BDL,IAD,326,5,32,0,,0,0,0,0,0,0
2004,1,26,1,1537,1440,1714,1608,UA,479,N911UA,97,88,75,66,57,BDL,IAD,326,7,15,0,,0,0,0,10,0,56
2004,1,27,2,1429,1440,1555,1608,UA,479,N333UA,86,88,64,-13,-11,BDL,IAD,326,6,16,0,,0,0,0,0,0,0
2004,1,28,3,1436,1440,1558,1608,UA,479,N308UA,82,88,66,-10,-4,BDL,IAD,326,5,11,0,,0,0,0,0,0,0
2004,1,29,4,1451,1440,1610,1608,UA,479,N329UA,79,88,66,2,11,BDL,IAD,326,4,9,0,,0,0,0,0,0,0
2004,1,30,5,1437,1440,1603,1608,UA,479,N314UA,86,88,67,-5,-3,BDL,IAD,326,5,14,0,,0,0,0,0,0,0
